Image_ID,class,confidence,ymin,xmin,ymax,xmax
image_0033,0,0.95752,0.5326388888888889,0.663671875,0.8166666666666667,0.803125
image_0033,0,0.93799,0.6197916666666666,0.47578125,0.7888888888888889,0.55859375
image_0034,0,0.96045,0.5982638888888889,0.42734375,0.7909722222222222,0.51875
image_0035,0,0.95947,0.5888888888888889,0.34375,0.7666666666666667,0.48515625
image_0035,0,0.95703,0.6583333333333333,0.55859375,0.7805555555555556,0.646875
image_0035,0,0.93848,0.6597222222222222,0.7421875,0.7819444444444444,0.8703125
image_0036,0,0.9458,0.6326388888888889,0.6421875,0.7840277777777778,0.76484375
image_0036,0,0.9082,0.6496527777777777,0.41015625,0.7729166666666667,0.49140625
image_0037,0,0.9375,0.6180555555555556,0.728125,0.7944444444444444,0.825
image_0038,0,0.95361,0.628125,0.7984375,0.7847222222222222,0.9421875
image_0039,0,0.94287,0.5989583333333334,0.475,0.7305555555555555,0.56328125
image_0040,0,0.92773,0.6045138888888889,0.471875,0.7680555555555556,0.54140625
image_0041,0,0.96143,0.6503472222222222,0.737890625,0.7840277777777778,0.8484375
image_0041,0,0.96094,0.6583333333333333,0.512890625,0.7875,0.601171875
image_0042,0,0.9585,0.6704861111111111,0.376953125,0.7680555555555556,0.502734375
image_0042,0,0.94482,0.6003472222222223,0.208984375,0.7520833333333333,0.30703125
image_0042,0,0.87256,0.6361111111111111,0.53046875,0.7902777777777777,0.6265625
image_0043,0,0.96387,0.68125,0.54609375,0.8118055555555556,0.64609375
image_0043,0,0.95752,0.6777777777777778,0.378515625,0.8013888888888889,0.478515625
image_0044,0,0.95459,0.6274305555555556,0.581640625,0.7472222222222222,0.697265625
image_0044,0,0.95264,0.6104166666666667,0.33984375,0.7381944444444445,0.42890625
image_0044,0,0.93994,0.6423611111111112,0.7578125,0.7534722222222222,0.8453125
image_0045,0,0.95605,0.6184027777777777,0.53984375,0.74375,0.640625
image_0045,0,0.94189,0.6225694444444444,0.2220703125,0.7229166666666667,0.3017578125
image_0046,0,0.95312,0.6559027777777777,0.630078125,0.7534722222222222,0.698046875
image_0046,0,0.95166,0.5881944444444445,0.441796875,0.7465277777777778,0.510546875
image_0046,0,0.94824,0.6069444444444444,0.796875,0.7541666666666667,0.890625
image_0047,0,0.96387,0.6118055555555556,0.42421875,0.7506944444444444,0.5390625
image_0047,0,0.94482,0.5982638888888889,0.309765625,0.7472222222222222,0.36328125
image_0047,0,0.9248,0.6548611111111111,0.61875,0.7590277777777777,0.68984375
image_0048,0,0.96094,0.7152777777777778,0.503125,0.8916666666666667,0.6203125
image_0048,0,0.95654,0.5965277777777778,0.701953125,0.8993055555555556,0.840625
image_0048,0,0.94189,0.6777777777777778,0.3703125,0.8041666666666667,0.46953125
image_0049,0,0.95605,0.6673611111111111,0.406640625,0.8520833333333333,0.559765625
image_0049,0,0.90527,0.6631944444444444,0.305078125,0.8270833333333333,0.407421875
image_0049,0,0.90332,0.7111111111111111,0.570703125,0.8416666666666667,0.641796875
image_0050,0,0.9502,0.7590277777777777,0.562109375,0.9604166666666667,0.717578125
image_0051,0,0.95947,0.6479166666666667,0.28359375,0.7993055555555556,0.381640625
image_0051,0,0.95801,0.6572916666666667,0.4359375,0.8,0.5546875
image_0051,0,0.89746,0.6628472222222223,0.55078125,0.80625,0.740625
image_0052,0,0.94482,0.6819444444444445,0.48125,0.8097222222222222,0.59921875
image_0052,0,0.93311,0.66875,0.3642578125,0.8131944444444444,0.4328125
image_0053,0,0.95752,0.6677083333333333,0.36484375,0.8555555555555555,0.46171875
image_0054,0,0.93506,0.7034722222222223,0.192578125,0.8618055555555556,0.34765625
image_0055,0,0.94629,0.75,0.38359375,0.8944444444444445,0.515625
image_0056,0,0.9668,0.6319444444444444,0.25625,0.7930555555555555,0.3765625
image_0056,0,0.96387,0.6114583333333333,0.42734375,0.8402777777777778,0.53125
image_0056,0,0.95605,0.6635416666666667,0.64765625,0.8208333333333333,0.7453125
image_0057,0,0.95459,0.6402777777777777,0.384375,0.7888888888888889,0.496875
image_0057,0,0.93311,0.6760416666666667,0.84765625,0.8104166666666667,0.94921875
image_0057,0,0.89648,0.6465277777777778,0.0387203125,0.7618055555555555,0.147265625
image_0058,0,0.94189,0.6371527777777778,0.709375,0.8027777777777778,0.8359375
image_0059,0,0.9668,0.5916666666666667,0.146875,0.8583333333333333,0.273828125
image_0059,0,0.95654,0.7361111111111112,0.553515625,0.9055555555555556,0.670703125
image_0059,0,0.94727,0.74375,0.79375,0.8548611111111111,0.915625
image_0060,0,0.95947,0.5923611111111111,0.380859375,0.7263888888888889,0.489453125
image_0060,0,0.92725,0.6201388888888889,0.634765625,0.7520833333333333,0.707421875
image_0061,0,0.95996,0.6527777777777778,0.551171875,0.8375,0.700390625
image_0062,0,0.97119,0.6791666666666667,0.0397953125,0.9541666666666667,0.1974609375
image_0063,0,0.96924,0.6635416666666667,0.2046875,0.8819444444444444,0.378125
image_0064,0,0.94482,0.6670138888888889,0.6296875,0.79375,0.725
image_0064,0,0.93213,0.6833333333333333,0.327734375,0.7972222222222223,0.444921875
image_0064,0,0.92773,0.61875,0.90546875,0.7854166666666667,0.97734375
image_0065,0,0.95898,0.6854166666666667,0.492578125,0.8548611111111111,0.631640625
image_0065,0,0.9541,0.6392361111111111,0.85703125,0.8472222222222222,0.94609375
image_0066,0,0.9668,0.6868055555555556,0.3669921875,0.8229166666666666,0.498046875
image_0066,0,0.96289,0.6743055555555556,0.6734375,0.8173611111111111,0.7875
image_0067,0,0.93555,0.6309027777777778,0.5734375,0.8368055555555556,0.65390625
image_0068,0,0.94287,0.7319444444444444,0.358203125,0.9138888888888889,0.499609375
image_0068,0,0.93408,0.7263888888888889,0.646484375,0.9527777777777777,0.749609375
image_0068,0,0.80176,0.7333333333333333,0.80703125,0.875,0.92421875
image_0069,0,0.95459,0.6704861111111111,0.430078125,0.8722222222222222,0.592578125
image_0069,0,0.93652,0.7020833333333333,0.121875,0.8520833333333333,0.24609375
image_0070,0,0.96875,0.6805555555555556,0.223828125,0.9194444444444444,0.3484375
image_0071,0,0.96875,0.7055555555555556,0.515625,0.9347222222222222,0.68515625
image_0071,0,0.95801,0.7541666666666667,0.3478515625,0.9375,0.483203125
image_0071,0,0.95215,0.6951388888888889,0.099609375,0.9131944444444444,0.2126953125
image_0072,0,0.93799,0.6909722222222222,0.534375,0.9381944444444444,0.6375
image_0072,0,0.93652,0.6902777777777778,0.22578125,0.9805555555555555,0.386328125
image_0073,0,0.97266,0.6951388888888889,0.69375,0.9631944444444445,0.84765625
image_0074,0,0.97314,0.6222222222222222,0.555078125,0.9694444444444444,0.694921875
image_0074,0,0.95703,0.7743055555555556,0.69765625,0.9645833333333333,0.8390625
image_0074,0,0.95166,0.7361111111111112,0.253515625,0.9611111111111111,0.36484375
image_0075,0,0.95654,0.7423611111111111,0.279296875,0.9354166666666667,0.403515625
image_0075,0,0.95654,0.71875,0.449609375,0.8756944444444444,0.626171875
image_0075,0,0.94922,0.7388888888888889,0.774609375,0.9125,0.91171875
image_0076,0,0.96484,0.7576388888888889,0.1669921875,0.9979166666666667,0.2873046875
image_0076,0,0.93115,0.7277777777777777,0.88359375,0.9833333333333333,0.98828125
image_0077,0,0.96729,0.6951388888888889,0.363671875,0.8673611111111111,0.507421875
image_0077,0,0.9668,0.6805555555555556,0.62890625,0.8694444444444445,0.75234375
image_0077,0,0.95947,0.6951388888888889,0.7875,0.8840277777777777,0.9046875
image_0078,0,0.95996,0.7951388888888888,0.1216796875,0.9881944444444445,0.2947265625
image_0078,0,0.9541,0.5888888888888889,0.7078125,1.0,0.878125
image_0078,0,0.92822,0.7472222222222222,0.46484375,0.9388888888888889,0.5984375
image_0079,0,0.93896,0.7194444444444444,0.428125,0.8819444444444444,0.55
image_0080,0,0.9585,0.7486111111111111,0.2384765625,0.9166666666666666,0.3658203125
image_0080,0,0.93408,0.6916666666666667,0.469140625,0.9055555555555556,0.557421875
image_0080,0,0.92822,0.7590277777777777,0.666796875,0.9048611111111111,0.7828125
image_0081,0,0.96729,0.5614583333333333,0.30234375,0.8347222222222223,0.402734375
image_0081,0,0.94873,0.7034722222222223,0.525,0.8298611111111112,0.6140625
image_0082,0,0.96094,0.7097222222222223,0.35546875,0.975,0.59609375
image_0082,0,0.95361,0.7756944444444445,0.08564453125,0.9256944444444445,0.261328125
image_0083,0,0.93652,0.6854166666666667,0.6,0.8576388888888888,0.68984375
image_0084,0,0.95068,0.7013888888888888,0.41171875,0.9055555555555556,0.540625
image_0084,0,0.94189,0.6854166666666667,0.252734375,0.8534722222222222,0.351171875
image_0084,0,0.93311,0.7284722222222222,0.642578125,0.8840277777777777,0.754296875
image_0085,0,0.95508,0.71875,0.506640625,0.8840277777777777,0.647265625
image_0085,0,0.9458,0.7277777777777777,0.3240234375,0.8791666666666667,0.41015625
image_0086,0,0.93848,0.7305555555555555,0.3494140625,0.8791666666666667,0.473046875
image_0087,0,0.9541,0.66875,0.4140625,0.7631944444444444,0.496875
image_0087,0,0.9541,0.6590277777777778,0.56328125,0.7659722222222223,0.65859375
image_0087,0,0.91553,0.6427083333333333,0.2728515625,0.7486111111111111,0.3330078125
image_0088,0,0.96436,0.646875,0.1119140625,0.7958333333333333,0.2748046875
image_0088,0,0.96436,0.6489583333333333,0.40859375,0.8180555555555555,0.5375
image_0088,0,0.93555,0.6847222222222222,0.8734375,0.8,0.9765625
image_0089,0,0.95264,0.7076388888888889,0.74609375,0.8534722222222222,0.85859375
image_0089,0,0.94238,0.6447916666666667,0.611328125,0.8347222222222223,0.707421875
image_0090,0,0.9375,0.5378472222222223,0.22421875,0.8201388888888889,0.36484375
image_0090,0,0.92578,0.6725694444444444,0.43203125,0.7986111111111112,0.515625
image_0091,0,0.94727,0.6211805555555555,0.153515625,0.78125,0.248046875
image_0092,0,0.96826,0.5288194444444444,0.1521484375,0.7840277777777778,0.2595703125
image_0092,0,0.94922,0.48819444444444443,0.5671875,0.8027777777777778,0.68125
image_0092,0,0.88721,0.6072916666666667,0.44296875,0.7833333333333333,0.5125
image_0093,0,0.97754,0.5229166666666667,0.6765625,0.7777777777777778,0.8390625
image_0093,0,0.93799,0.6111111111111112,0.273046875,0.7444444444444445,0.36171875
image_0094,0,0.95898,0.6451388888888889,0.61171875,0.8201388888888889,0.70703125
image_0095,0,0.97949,0.5451388888888888,0.0,0.9534722222222223,0.20078125
image_0095,0,0.9707,0.5576388888888889,0.546484375,0.9881944444444445,0.732421875
image_0095,0,0.96582,0.6902777777777778,0.81015625,0.9583333333333334,0.91953125
image_0096,0,0.96338,0.6475694444444444,0.74296875,0.7895833333333333,0.82734375
image_0096,0,0.94727,0.6840277777777778,0.4109375,0.84375,0.5171875
image_0097,0,0.96729,0.75,0.669921875,0.9555555555555556,0.83984375
image_0097,0,0.95117,0.7090277777777778,0.2396484375,0.9979166666666667,0.3369140625
image_0098,0,0.95947,0.6583333333333333,0.480078125,0.8444444444444444,0.569921875
image_0098,0,0.95264,0.6805555555555556,0.284765625,0.8513888888888889,0.376171875
image_0099,0,0.97021,0.7111111111111111,0.2943359375,0.8930555555555556,0.41796875
image_0100,0,0.94678,0.6090277777777777,0.3005859375,0.7347222222222223,0.3724609375
image_0100,0,0.92285,0.59375,0.561328125,0.7583333333333333,0.613671875
image_0101,0,0.94385,0.6402777777777777,0.141015625,0.7347222222222223,0.222265625
image_0102,0,0.96094,0.6475694444444444,0.09501953125,0.7361111111111112,0.1828125
image_0103,0,0.95654,0.7034722222222223,0.565625,0.8534722222222222,0.66875
image_0104,0,0.94873,0.6659722222222222,0.3734375,0.84375,0.4703125
image_0104,0,0.92383,0.725,0.747265625,0.8208333333333333,0.87734375
image_0105,0,0.94336,0.6354166666666666,0.561328125,0.81875,0.623828125
image_0106,0,0.97168,0.5375,0.603125,0.8611111111111112,0.77734375
image_0106,0,0.95752,0.6881944444444444,0.406640625,0.8673611111111111,0.589453125
image_0106,0,0.94678,0.6263888888888889,0.2923828125,0.7847222222222222,0.3462890625
image_0107,0,0.95117,0.6326388888888889,0.21796875,0.7604166666666666,0.274609375
image_0108,0,0.9585,0.6586805555555556,0.626171875,0.8347222222222223,0.79296875
image_0108,0,0.94727,0.6784722222222223,0.2171875,0.7840277777777778,0.345703125
image_0108,0,0.93311,0.6270833333333333,0.382421875,0.7770833333333333,0.462109375
image_0109,0,0.9292,0.6229166666666667,0.303125,0.7291666666666666,0.37421875
image_0109,0,0.90381,0.6538194444444444,0.6109375,0.775,0.72578125
image_0110,0,0.96045,0.6958333333333333,0.459375,0.8708333333333333,0.5703125
image_0110,0,0.95117,0.6909722222222222,0.14326171875,0.8520833333333333,0.260546875
image_0110,0,0.93408,0.7256944444444444,0.88359375,0.9006944444444445,0.99453125
image_0111,0,0.95752,0.65,0.601953125,0.7916666666666666,0.656640625
image_0111,0,0.95557,0.6170138888888889,0.313671875,0.7763888888888889,0.459765625
image_0111,0,0.93799,0.6173611111111111,0.2228515625,0.7631944444444444,0.2775390625
image_0112,0,0.95312,0.7291666666666666,0.3404296875,0.8416666666666667,0.4640625
image_0112,0,0.94385,0.7069444444444445,0.539453125,0.8583333333333333,0.670703125
image_0113,0,0.9458,0.6732638888888889,0.2271484375,0.8618055555555556,0.3173828125
image_0113,0,0.94385,0.7527777777777778,0.48046875,0.8597222222222223,0.59921875
image_0114,0,0.9541,0.6670138888888889,0.5046875,1.0,0.78984375
image_0114,0,0.93066,0.7263888888888889,0.2736328125,0.9805555555555555,0.3595703125
image_0115,0,0.95801,0.7548611111111111,0.411328125,0.8770833333333333,0.533203125
image_0116,0,0.97461,0.5253472222222222,0.473828125,0.7888888888888889,0.615234375
image_0116,0,0.94824,0.6465277777777778,0.26953125,0.73125,0.35703125
image_0117,0,0.93701,0.7256944444444444,0.2888671875,0.8576388888888888,0.3890625
image_0118,0,0.95801,0.7708333333333334,0.428125,0.9027777777777778,0.5359375
image_0119,0,0.93311,0.65625,0.570703125,0.7743055555555556,0.649609375
image_0120,0,0.96436,0.6472222222222223,0.207421875,0.8291666666666667,0.380078125
image_0120,0,0.96143,0.6472222222222223,0.536328125,0.8125,0.614453125
image_0121,0,0.9585,0.5611111111111111,0.46171875,0.8444444444444444,0.5875
image_0121,0,0.95508,0.6965277777777777,0.884375,0.8118055555555556,0.978125
image_0122,0,0.96045,0.6625,0.728515625,0.7944444444444444,0.840625
image_0122,0,0.94531,0.6253472222222223,0.316015625,0.775,0.409375
image_0123,0,0.96045,0.6638888888888889,0.0556640625,0.8041666666666667,0.149609375
image_0124,0,0.96143,0.6388888888888888,0.18515625,0.7722222222222223,0.335546875
image_0124,0,0.93555,0.6451388888888889,0.428515625,0.7673611111111112,0.481640625
image_0125,0,0.95898,0.6649305555555556,0.570703125,0.8041666666666667,0.665234375
image_0126,0,0.95361,0.6739583333333333,0.741796875,0.8833333333333333,0.83203125
image_0127,0,0.95557,0.6430555555555556,0.373828125,0.7486111111111111,0.448828125
image_0128,0,0.96045,0.6951388888888889,0.498046875,0.86875,0.597265625
image_0129,0,0.94824,0.5649305555555556,0.0994140625,0.7638888888888888,0.1669921875
image_0129,0,0.94775,0.6385416666666667,0.354296875,0.8027777777777778,0.526171875
image_0130,0,0.94678,0.6204861111111111,0.6296875,0.7888888888888889,0.7296875
image_0130,0,0.94141,0.6736111111111112,0.16015625,0.7875,0.288671875
image_0130,0,0.90527,0.6607638888888889,0.49453125,0.7888888888888889,0.60703125
image_0131,0,0.97363,0.6451388888888889,0.460546875,0.8784722222222222,0.621484375
image_0131,0,0.9502,0.6881944444444444,0.3103515625,0.8298611111111112,0.4046875
image_0131,0,0.94775,0.5982638888888889,0.62421875,0.8263888888888888,0.70234375
image_0132,0,0.95898,0.6010416666666667,0.6296875,0.7222222222222222,0.76484375
image_0132,0,0.95215,0.6277777777777778,0.4796875,0.7069444444444445,0.56328125
image_0132,0,0.94434,0.6041666666666666,0.351953125,0.7027777777777777,0.414453125
image_0133,0,0.9624,0.47638888888888886,0.473046875,0.7909722222222222,0.598828125
image_0133,0,0.95361,0.6402777777777777,0.319921875,0.7625,0.442578125
image_0133,0,0.93457,0.6833333333333333,0.649609375,0.7777777777777778,0.773046875
image_0134,0,0.91797,0.6951388888888889,0.81640625,0.8229166666666666,0.93046875
image_0134,0,0.9165,0.653125,0.515625,0.7944444444444444,0.59375
image_0135,0,0.89404,0.6569444444444444,0.8390625,0.7486111111111111,0.9140625
image_0136,0,0.95068,0.5947916666666667,0.30859375,0.7638888888888888,0.430859375
image_0136,0,0.92627,0.5805555555555556,0.8875,0.7506944444444444,0.953125
image_0136,0,0.87891,0.6673611111111111,0.54765625,0.76875,0.65234375
image_0137,0,0.93945,0.6486111111111111,0.75859375,0.7930555555555555,0.88046875
image_0138,0,0.95312,0.5972222222222222,0.5921875,0.7958333333333333,0.6734375
image_0139,0,0.95898,0.6340277777777777,0.6078125,0.8298611111111112,0.715625
image_0139,0,0.94434,0.6322916666666667,0.2560546875,0.8034722222222223,0.3232421875
image_0140,0,0.9458,0.6239583333333333,0.4453125,0.8402777777777778,0.58203125
image_0140,0,0.91895,0.6142361111111111,0.1888671875,0.78125,0.2447265625
image_0140,0,0.91602,0.6524305555555555,0.62890625,0.8138888888888889,0.7234375
image_0141,0,0.94482,0.6930555555555555,0.3013671875,0.8222222222222222,0.423828125
image_0142,0,0.93555,0.6489583333333333,0.246875,0.8381944444444445,0.32265625
image_0142,0,0.93311,0.6958333333333333,0.55625,0.8597222222222223,0.70390625
image_0142,0,0.93066,0.6083333333333333,0.702734375,0.9486111111111111,0.865625
image_0143,0,0.95605,0.6003472222222223,0.130078125,0.8166666666666667,0.275
image_0144,0,0.92627,0.75625,0.4984375,0.9104166666666667,0.621875
image_0145,0,0.94482,0.6944444444444444,0.403125,0.9166666666666666,0.57578125
image_0145,0,0.91602,0.7416666666666667,0.693359375,0.9069444444444444,0.8046875
image_0146,0,0.93799,0.6388888888888888,0.472265625,0.8347222222222223,0.558203125
image_0146,0,0.92432,0.7041666666666667,0.64765625,0.8569444444444444,0.79765625
image_0146,0,0.92383,0.7034722222222223,0.269921875,0.83125,0.40703125
image_0147,0,0.94922,0.7368055555555556,0.46328125,0.8493055555555555,0.55234375
image_0147,0,0.94482,0.7194444444444444,0.605859375,0.8652777777777778,0.719140625
image_0147,0,0.94189,0.7173611111111111,0.266015625,0.8576388888888888,0.383984375
image_0148,0,0.95898,0.7125,0.357421875,0.8847222222222222,0.493359375
image_0148,0,0.93945,0.6666666666666666,0.790625,0.8152777777777778,0.884375
image_0148,0,0.93115,0.6875,0.5875,0.8347222222222223,0.71015625
image_0149,0,0.96289,0.7347222222222223,0.380859375,0.8958333333333334,0.537890625
image_0149,0,0.94189,0.7631944444444444,0.6421875,0.9590277777777778,0.803125
image_0149,0,0.90967,0.7395833333333334,0.1853515625,0.8965277777777778,0.3416015625
image_0150,0,0.93506,0.6621527777777778,0.41875,0.7715277777777778,0.5296875
image_0150,0,0.90332,0.6267361111111112,0.253515625,0.75,0.3609375
image_0151,0,0.93262,0.6614583333333334,0.41875,0.7736111111111111,0.53046875
image_0152,0,0.96094,0.63125,0.0369140625,0.7881944444444444,0.1580078125
image_0153,0,0.96729,0.6184027777777777,0.13310546875,0.89375,0.257421875
image_0153,0,0.94482,0.7729166666666667,0.66875,0.9854166666666667,0.81875
image_0154,0,0.96436,0.640625,0.53828125,0.8888888888888888,0.65625
image_0154,0,0.96338,0.6111111111111112,0.1767578125,0.8236111111111111,0.2775390625
image_0154,0,0.94678,0.6868055555555556,0.3466796875,0.85625,0.50625
image_0155,0,0.9668,0.6586805555555556,0.45859375,0.7909722222222222,0.57265625
image_0155,0,0.95068,0.6375,0.261328125,0.7847222222222222,0.384375
image_0155,0,0.9502,0.6909722222222222,0.690234375,0.79375,0.778125
image_0156,0,0.94873,0.5916666666666667,0.8609375,0.8,0.9453125
image_0156,0,0.94873,0.6895833333333333,0.591796875,0.8159722222222222,0.696484375
image_0156,0,0.94531,0.6791666666666667,0.2775390625,0.7972222222222223,0.37578125
image_0157,0,0.97217,0.61875,0.54609375,0.8048611111111111,0.65625
image_0157,0,0.9624,0.6503472222222222,0.376953125,0.8215277777777777,0.522265625
image_0157,0,0.95996,0.6732638888888889,0.711328125,0.8798611111111111,0.8140625
image_0158,0,0.94873,0.6395833333333333,0.665625,0.7576388888888889,0.7390625
image_0158,0,0.93652,0.5736111111111111,0.26484375,0.7361111111111112,0.335546875
image_0159,0,0.94922,0.6684027777777778,0.38515625,0.7909722222222222,0.46640625
image_0160,0,0.9502,0.6534722222222222,0.675,0.8729166666666667,0.796875
image_0160,0,0.89697,0.6798611111111111,0.2203125,0.7993055555555556,0.346484375
image_0160,0,0.8916,0.6916666666666667,0.45859375,0.8069444444444445,0.56640625
image_0161,0,0.95361,0.6138888888888889,0.5734375,0.7381944444444445,0.7046875
image_0161,0,0.94971,0.5975694444444445,0.86796875,0.725,0.92734375
image_0162,0,0.95752,0.60625,0.440234375,0.7201388888888889,0.531640625
image_0162,0,0.93994,0.6420138888888889,0.654296875,0.7319444444444444,0.729296875
image_0163,0,0.95996,0.5920138888888888,0.15546875,0.7875,0.35390625
image_0163,0,0.9585,0.6288194444444445,0.47890625,0.7868055555555555,0.5515625
image_0164,0,0.96582,0.6916666666666667,0.559765625,0.8777777777777778,0.742578125
image_0164,0,0.96387,0.5270833333333333,0.3828125,0.8645833333333334,0.496875
image_0164,0,0.95166,0.6753472222222222,0.222265625,0.8388888888888889,0.3109375
image_0165,0,0.91064,0.6489583333333333,0.171484375,0.75,0.244140625
image_0166,0,0.9292,0.6645833333333333,0.3765625,0.7868055555555555,0.46640625
